username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
HealhGlyn,"I am the Primary Author of Circle of Logres: Encyclopædia Arthuriana.  
 I am a Druí Alchemist who is degreed in Physics.",Avalon,160,863,246116,8,Tesla Hardware 4 computer to be introduced with the Cybertruck next year  https://t.co/UaOI0QB7pe,[]
Jyrice,𝐒𝐢𝐧𝐠𝐞𝐫-𝐬𝐨𝐧𝐠𝐰𝐫𝐢𝐭𝐞𝐫 | 𝐀𝐆𝐀𝐈𝐍 (𝐄𝐏) 🅢🅣🅡🅔🅐🅜🅘🅝🅖 🅝🅞🅦 #𝐚𝐫𝐭𝐢𝐬𝐭 #𝐣𝐲𝐫𝐢𝐜𝐞 #𝐣𝐲𝐫𝐢𝐜𝐞𝐦𝐞𝐝𝐢𝐚 #road2fame /Tesla+space 🙌🏽,"New York, NY",1238,2377,9766,0,@omaze Tesla Cybertruck,[]
getjeda,"Premium tech products designed for your @tesla Model 3 and Y. Featured in CleanTechnica, Digital Trends, Electrek, Inside EVs, Mashable & more.","Los Angeles, CA",664,4613,14117,0,Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/HxJTAkFWfY,[]
1CrypticFox,The official Twitter page for CrypticFox on YouTube!  Check out my Xbox One Club as well (CrypticFox Gaming),,79,1017,5527,0,"@_MorenaMokone_ @TeslaAndBitcoin And Tesla has over 1 million for the cybertruck.  Neither mean a lot till they’re under production and getting delivered.  100,000 f150 electric is only  11% of their annual F series sales.",[]
EdwardSmallhous,,,21,28,859,1,"Even better...

We should take Mr Musk up on his earlier promise of FSD from LA to NY by 2016.

Cannonball run coast to coast FSD race between a fleet of pre-production Cybertruck prototypes, each containing a $TSLAQ $TSLA board member (plus @jahabdank) no hands and blindfolded. https://t.co/50Pfh2J4Nj",[]
GDAstory,"DOGE, Tesla and EVs, iOS, SpaceX, ETH","Makkasan, Thailand",1184,5666,589648,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
ElliAdventurer,"Democracy requires participation from active, informed voters. Also fair elections via paper ballots that are hand counted by volunteers. Help spread the word!",West Coast Life,1335,1758,109239,0,"@luke_duckbill @Stonekettle Sorry Luke 😙
https://t.co/SpBFt63ynB",[]
GraceRyanJess,"ser·en·dip·i·ty

/ˌserənˈdipədē/

noun

the occurrence and development of events by chance in a happy or beneficial way.

A fortunate stroke of serendipity.",,106,94,2997,9,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022 👀

#Tesla #FSD 

By @EvaFoxU via @Tesmanian_com 
https://t.co/0Atxh5CP0O","['Tesla', 'FSD']"
Tsublaki,"I do what I can with what I have. Gamer, Driving Enthusiast, all else, pretty average I guess.",Making the Impossible Possible,125,34,3497,0,@Drift0r When you get the Cybertruck try towing anything for distance. I hope it works out well but I can't imagine the EVs right now handling that form of work well.,[]
WIsitlike,"What Is It Like navigating the world? Auto Pilot activated. Subscribe to our youtube channel.
Free Tesla supercharging referral code:https://t.co/ExZxMiwVcv",East Coast,50,183,9200,0,@JohnnaCrider1 Please tell us that you have more pictures of the @Tesla Cybertruck 🤨,[]
nofukkinway,"Google guide, vaccination is a choice, don’t let fear cripple you.","Cuntis, España",166,91,8137,0,@MinimalDuck @elonmusk @Tesla The Tesla Bot will never exist can’t believe you guys are falling for this shit. Same with Cybertruck.,[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,1,"Investingcom: *TESLA CEO MUSK: NEW HARDWARE FOR SELF-DRIVING COMPUTER WILL BE PROBABLY INTRODUCED WITH CYBERTRUCK IN ABOUT A YEAR OR SO

$TSLA https://t.co/9omVAuW9ab",[]
CARSNewsRT,All the news from the cars you love in one place.,"Florida, U.S.A",51,180,63994,4,".@Tesla AI Day: Hints about Cybertruck release date, promises to build a robot: https://t.co/A8mokwoDOc https://t.co/hCwIJnO1gj",[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,1,"@ElectrekCo @FredericLambert Maybe the should mass produce things they announced years ago first Like Semi, Roadster 2.0 &amp; Cybertruck + maybe, just maybe finally deliver on FSD after customers have paid for it already $TSLA",[]
TooleBraiden,,,36,18,3345,3,#Tesla FSD HW4.0 will be used in #Cybertruck likely in 2022 https://t.co/oTHArpFBG5 https://t.co/mFbgNYmnrV,"['Tesla', 'Cybertruck']"
TheTeslaLife,"Tesla enthusiasts around the 🌎 sharing news, tips, insight & discussion. Support us - SUBSCRIBE to our free YouTube Podcast & use our Referral Code: mark35627","Ontario, Canada",431,56867,12697,3,#Tesla FSD HW4.0 will be used in #Cybertruck likely in 2022 https://t.co/oTHArpFBG5 https://t.co/mFbgNYmnrV,"['Tesla', 'Cybertruck']"
Dizzle209J,🏈 🌕🚀💎👋,,143,59,185,0,Maybe @elonmusk @Tesla is waiting to accept #dogecoin as payment for when cybertruck is ready? https://t.co/RgZ5yCPase,['dogecoin']
Hood_Prof,"“Riot is the language of the unheard.” - Dr. Martin Luther King, Jr. Vote Blue No Matter Who! No MAGA, No Russian bots, No Meat.",,323,240,9344,1,"@KleinerNir @cactus_capital @NowOnNatalie @CNET Hb the boring tunnel, plaid plus, roadster, Cybertruck, my 2018 fleet of robo taxis I was promised, fsd, the respirators he promised, hyperloop, the underwater cave rescue machines, restoring power to PR, cold thrust engines, Mars by 2025, the three tiles of solar roof, etc?",[]
uzohak,"Money isn't everything but everything needs Money 
$TSLA + $Doge

🐺 Loki
 
🇺🇸🇨🇴",NYC,2936,2444,103633,0,I need my Cybertruck @elonmusk Wen? https://t.co/0FVPKDhBJA,[]
tinsaearegay,Torque News Tesla reporter. If you have information you want to share about Tesla or other EVs it'll be much appreciated. DMs are open.,,471,136,871,1,"Tesla wants to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/cZBc1M0fEq
-
NEW
-
#Tesla #Cybertruck #TeslaComputer #TeslaHardware4 https://t.co/Kcwkcn6OCy",['Tesla']
HelperStream,Here to help streamers and content creators get more attention. Follow and add @helperstream to your tweets. Retweets take up to 1 hr,Internet,81,3540,343858,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
MrNastyBear,"Tweaking the Collective Unconscious one tweet at a time.

A man made whole with $50k is a man pacified:

3Nenjy92KGh5g5jKKphvoYgq2

#ResGestaeDiviMuski","Madrid, Comunidad de Madrid",2441,290,13807,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
MyITMedia,Retweets about AI Robot / RPA: Robotic Process Automation / Central Bank Digital Currency / Smart City / Green Recovery / Bitcoin in El Salvador,"Tokyo, Japan",544,561,100642,4,".@Tesla AI Day: Hints about Cybertruck release date, promises to build a robot: https://t.co/A8mokwoDOc https://t.co/hCwIJnO1gj",[]
raisul_58,I love helping people... Just being of service makes me happy. #utsa #Roadrunner,"San Antonio, TX",129,16,217,3,Hey @elonmusk finally i had the courage to order the #cybertruck.. Can’t wait to ride it..😻 https://t.co/lYfHlkKA8r,['cybertruck']
GarethDeanPR,"Co-founder of Non Plastic Beach, retail & wholesale alternatives to plastic - Likes: Cold Water Swimming, Cycling & Diving - Former: JLR/Nissan EV PR/Marketing",Rural Oxfordshire,2911,2881,28746,0,"@ManMadeMoon @aminorjourney Big cash burn though and distracts seniors from getting the core business objectives delivered. 

With Roadster, Truck, cybertruck, 4680 batteries, right hand drive Model Y, mythical robotaxi, it feels like a lot of things need delivering before new things are added.",[]
point_polarity,long term Tesla investor and believer of Elon Musk.                                          “Nothing is more complicated than the real world” Elon musk,United Kingdom,29,47,4214,7,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/hwuTp7Ycfi",[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,58,Pink/orange moon with Tesla Cybertruck (click to expand)  #AIDay #Tesla $tsla https://t.co/JE9VH6FOPR,"['AIDay', 'Tesla']"
EvaFoxU,"Journalist cover Tesla, EV, environmental and crypto news for @Tesmanian_com",Ukraine,1151,25312,30250,9,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022 👀

#Tesla #FSD 

By @EvaFoxU via @Tesmanian_com 
https://t.co/0Atxh5CP0O","['Tesla', 'FSD']"
GWMarketingSvcs,"New England’s most experienced auto dealership broker.
400+ Dealership Sales | 600+ Appraisals | Litigation Support | Market Consolidation Consulting","Newton, MA, US, 02459",2087,764,2335,0,"Well folks... the wait continues. @Tesla has pushed pause on the Cybertruck and still has odds and ends to take care of before production can begin. No surprise here.

 https://t.co/RllMkUztWm 

#tesla #cybertruck #EV","['tesla', 'cybertruck', 'EV']"
Zidane197302142,,,68,102,9047,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
torquenewsauto,"Torque News reports the latest automotive news on Tesla, electric cars, hybrid cars and others. Here you will find breaking automotive news.","Fort Mill, SC",585,4491,28472,1,"Tesla wants to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/cZBc1M0fEq
-
NEW
-
#Tesla #Cybertruck #TeslaComputer #TeslaHardware4 https://t.co/Kcwkcn6OCy","['Tesla', 'Cybertruck', 'TeslaComputer', 'TeslaHardware4']"
Marcus08090087,Not a bot.,,109,233,45559,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
CARandDRIVER,Car and Driver is the worldwide leader in providing objective test results and expert vehicle reviews. Follow us for the latest automotive reviews and news!,"Ann Arbor, MI",1010,1152926,40250,4,".@Tesla AI Day: Hints about Cybertruck release date, promises to build a robot: https://t.co/A8mokwoDOc https://t.co/hCwIJnO1gj",[]
PrvnKalavai,"Future #FSDbeta tester/ Model 3 - VIN 94304/ Cybertruck/ Tesla/ SpaceX/ TheBoringCompany/ Neuralink

*Tweets are just my opinions and not investment advice*","Chelsea, MA",187,95,3682,0,"@spleck @TroyTeslike I initially took that as ""Cybertruck would still come early next year, but will be the first vehicle to switch to HW4 when it is ready a year from now""
If this rumour is true, CT production also would have to be pushed back to whenever 4680 issues are resolved.",[]
BartMassee,"Founder of RedwaterOne self generative game design, XR dev, Breathing Soul into Matter, Design thinking",Seattle,300,152,1831,0,@getjeda Designing a house and created extra space in the garage for the Cybertruck. Fingers crossed if we will be able to still afford one after rising building costs,[]
crejx,ig: joshua.anthony basigeclothing basigepodcast | ywF | ksu,,186,321,7680,0,"Trx had a hold on me for a min, but I gotta go cybertruck",[]
crejx,ig: joshua.anthony basigeclothing basigepodcast | ywF | ksu,,186,321,7680,948,I really hope matte black is an option for the Cybertruck when it comes out. It looks so good! @elonmusk https://t.co/H72HHA8SP8,[]
JamesGulden1,,,17,26,3286,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
CDonthelake,"Retired, conductor on freight trains for 35 years, United Transportation Union, a car nut!","The Lake of the Ozarks, MO.",1756,647,36656,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
Adamtbest1,"I'm married with 2 kids.  I’m writing my debut book. I Homebrew beer, Mead, and wine. My wife and I like to travel, and try new foods.",,50,8,167,0,@TeslaAIBot Will the robot hurry up production of the Cybertruck? It feels like I’ve had a preorder forever.,[]
RujanoW,🔥✋🤚💎,esequibo,3718,324,14694,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
tslaqtwin,"I am the twin brother of (@)TSLAQco who departed twitter far too soon. May he RIP, as we continue the fight against fraud. $TSLAQ til the end.",Big Island of Hawaii,1507,266,29351,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
sagiv131,,,126,29,385,0,"@fly4dat Step 3. ""Model Y SR is so good we don't need 4680s.""
Step 4. ""Cybertruck can do everything just fine with 120 miles of range and a backup gas generator. In the future, generator will charge itself with solar-powered roof.""

There's a carrot for every donkey",[]
adamhoov,"$tsla, 11x cybertruck, model 3 owner, FSD, #doge, wim hof, mars, not sarcastic, mega bull on fiat currency, Followed by Gary and blocked by mike","California, USA",2414,3518,16386,0,@TeslaOwnersEBay Not a cybertruck,[]
Oldlady12345,"Just an Old lady on a farm, Wife, Mother, & American","Fitchburg, WI",399,5698,2335397,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
AnadarkoCapital,top 20 Carvana hater - Garcia II sold more today. Losing money off each transaction but making it up in volume. $cvna $cvnaQ,Drivetime,208,91,4030,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
TaylorOgan,"Green tech, clean tech investor // EV & AI realist // Grammar nut // CEO at @snowbullcapital // Disclaimer: https://t.co/fYiFdxJR9E","Boston, MA",3027,2818,8794,0,@TSLAFanMtl @EveryoneSaysHi1 @TroyTeslike It exists as much as Cybertruck “exists”. Comprende?,[]
spleck,"Manufacturing Software Engineer Lead, Casual Gaming, Titans Football, Drone novice and Autonomous Vehicle enthusiast | 2021 Tesla Vision NoRadar Model Y","Tennessee, USA",277,1047,15953,0,@PrvnKalavai @TroyTeslike Note that Elon mentioned cybertruck would probably be hw4+higher tech cameras which is over a year away as well. Lots of signs cybertruck may come later than sooner. 😢,[]
Initial_D_Style,🏳️‍⚧️ she/they. You're aren't (epic backflip) #pornlogbros4ever May the Schwartz be with you. #WeRaceAsOne,"Usui-toge Pass, Karuizawa",560,102,4894,0,@TheFunny_mp4 These bodykits for the Cybertruck look nice as hell,[]
claylo,"Chief Architect & Principal Engineer @ Mimoto. Mashery co-founder, API Management pioneer, tech optimist, dad & citizen of Earth. Not necessarily in that order.","Cleveland, OH",205,833,5824,0,"I’m filing Tesla’s robot in the same bucket as the Cybertruck: looks wild, immediately fails to live up to hype, &amp; never makes it beyond the announcement.

Hard to get excited about the guy defying public health orders looking for innovative ways to replace human employees.",[]
JamesKHanlon1,"philosopher, bible scholar, chiropractor extraordinaire, somewhat wise, fun guy, dreamer, Tesla fanboy, young at heart, happy, healthy, full of life!",,46,39,584,0,@Model3Owners Cybertruck just keeps getting better! 😁😁😁,[]
TalhouarnT,"Géographe travaillant sur des questions de Géostrategie de Géopolitique relatives à l'Europe, aux USA et la Chine / Asie",France,353,62,13879,8,Tesla Hardware 4 computer to be introduced with the Cybertruck next year  https://t.co/UaOI0QB7pe,[]
Pulser77,"Economics, Politics, Startups, Electronic Music",,1306,245,10660,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
JCOviedo6,Locked in my parents' basement working to expose the biggest frauds since Enron,,1033,6109,89100,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
srikrishna103,Consultant - Automobile Manufacturing | Mechanical & Automotive Engineer |  New car project development | @IITMadras alumnus https://t.co/T1KYKA0OTA,India,445,174,1912,0,"@Tesla @elonmusk I know it is a long shot to expect a reply, but I've been working on this project passionately since a year on weekends and whatever free time I had. The design goes very well with the cybertruck-like aesthetic direction. Would be ideal for 2-wheeler dominant markets like India",[]
Pauldanne1,follow the laws of physics,,185,72,12474,8,Tesla Hardware 4 computer to be introduced with the Cybertruck next year  https://t.co/UaOI0QB7pe,[]
KHyder_King,👻: K.Hyd3r,➡️Los Angeles⬅️ Ft.Worth/Den10,460,425,30420,4865,Blade Runner vibes with the Tesla #Cybertruck making an appearance in Times Square NYC on the eve of Elon Musk’s SNL appearance. https://t.co/3ZCKPOh0ew,['Cybertruck']
vin_thing,🍀 Husband. Preventative maintenance! perspective is everything. Inspired by innovations. Asian American.,"California, USA",375,200,1866,0,The anticipation is there.  Stressing on it being delayed is zero to none!  Coming from a ton of md3 owners.  @tesla patiently for CYBERTRUCK.  take your time.,[]
thomas536,Commander of the Armies of the North. General of the Felix legion. Loyal servant to the true emporer Marcus Arelius.,,136,159,8311,0,"Maybe it's so beefy so it can automatically plough through buildings without a scratch.

Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/Pj4heEkfg1 via @FredericLambert",[]
JonSnow67482899,"Trading time for wisdom.
🚀
My tweets are not in any form a financial advice. Don't copy my work do your own and your portfolio will do well.",,361,117,4502,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
Wendy52248738,Terbaik 👍,"DKI Jakarta, Indonesia",595,389,21543,19,"CyberLandr is designed specifically as an add-on to the CyberTruck, and comes with a kitchen, living room, bedroom, bathroom, and office space. https://t.co/XC02mIJdqe",[]
SavardLeo,"EV enthousiast, IT guy, proud father of 2 time-gobbling creatures. Love Tennis and sports in general.",,88,13,209,0,"@stevenmarkryan which are : Cybertruck, Semi, model Q2A, FSD. All these where promised or hinted in the past, and still not operational. Also, the transit van should be on the lineup soon. Your thoughts on this ? Anyway, go Austin/Berlin, really looking to see those production ramps in 2022...",[]
Eddie_III,"Trading account: @3d_trades

Do your DD","New York, USA",434,397,1991,0,"@elonmusk I might have asked about this before... but will @Tesla $TSLA offer some kind of portable, foldable and expandable solar panel attachment that would be integrated with the roll down vault cover??? The Cybertruck would be unstoppable at that point🥵🔥🚀",[]
carlosfelipe71,"Miami, Fl📍🇺🇸🇨🇴 $TSLA, $OPEN and $LOTZ investor. 🚗 @carlotz411 will eventually change the way we all buy cars in the U.S; they connect sellers and buyers🥇","Miami, FL",1236,174,554,11,Cybertruck makes an unprotected left turn in a busy intersection! #AIDay @elonmusk @Tesla FSDbeta 😃 https://t.co/OUBJIKAnYD,['AIDay']
richardsyeo,"Entrepreneur, investor, mentor, non exec, keen cyclist, father of 4 kids",London,79,156,1935,0,"@bindureddy The goal of Tesla is moving the world to sustainable energy. In order to do that Tesla needs to release $25k car, van, Semi and Cybertruck. Actual vehicles. They should focus on that rather than humans like robots!",[]
InvestorSwan,"1 improbable event can have a disproportionate impact. Retweets are acknowledgement, not endorsement. Tweets are ""opinionated"", ""always biased"" & ""self-serving""",Croatia,1399,1289,32469,0,"@TSLAFanMtl @TaylorOgan @EveryoneSaysHi1 @TroyTeslike I thought #cybertruck was to be launched using those cell this year 🤷‍♀️

Did I miss something.  

After pushing a plane over the hill, it must be a joy to start working on the GE engine to be developed when the plane is flying. 

How is the build as you fly working?",['cybertruck']
powerfulCRE,Creator. Osiris. Nimrod.,"Los Angeles, CA",1813,943,28249,0,"Almost as fast as the Cybertruck
that didn’t get produced.",[]
Louisbotelho17,,Terra,1138,412,16163,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
ohmahahm,"https://t.co/QrZBdDNABg
Art of not selling  #Bitcoin  $TSLA #CYBERTRUCK owner",Capitalism,2868,8213,55135,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
winsontang,Cloud technology leader / software engineering lead / fine-art photographer #datalake #fintech #startups,"Vancouver, BC",9392,9532,181214,0,Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/5acMrCSWEc https://t.co/uq62AaozT7,[]
DMCFlux88,,,24,100,200,0,@getjeda Since the Cybertruck has been delayed I’ve purchased a DeLorean. Still get my Tesla fix with the wife’s X. Only gas car I’d ever be willing to buy. :-) https://t.co/veFRQTlF3h,[]
HNTweets,Tweets the stories on the front page of Hacker News. Maintained by @d4nt and in no way affiliated with Y Combinator.,,1,18308,452819,0,Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year: https://t.co/eluOlyt2zR Comments: https://t.co/U8khRr8FO0,[]
tammeke140674,I changed my Facebook Name Boey Tamara and Bio !,Boom,615,73,19791,0,"Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/gzTmngvihk 
4",[]
knelsonvsi,"Vistem Solutions, Inc. - Principal; Community Activist https://t.co/aZKXZ1qehB","California, Riverside",563,573,45501,0,"Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/qrqFlRXoVi 
4",[]
Teslastic,"Future looks bright 🌞 S3XY - Stonk! 
I HODL $tsla and HOLD any 2 cards ♠️♥️♣️♦️ #ForzaAzzurri 🇮🇹
#AnytimeAnywhere",📍MTL 🌎,587,77,2283,0,"Optimus Prime my Tesla Bot will get on my Metacycle @SONDORSX and drive it on my Cybertruck bed, park it and plug it in, that's my repetive boring task Optimus will do for me 😜
@elonmusk @Tesla https://t.co/mnMpTBL0LB",[]
radoncnotes,"An average #radonc with extraordinary interests. #radiating common sense in #AI #ML 

 Daily #blog: https://t.co/Qr9tknWli0
 
Retweets are an endorsement.",,180,400,24612,0,"Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/eJ0aeQB0eg 
4",[]
mercilessgains,,,193,74,1335,0,@vincent13031925 Just means we won’t see the cybertruck until late next year at best. Which sucks because I was really hoping to have it. Guess it gives me time to pay off my Tesla solar roof.,[]
egprentice,"#AmateurRadio #HamRadio
* Volunteer examiner (#ARRL, W5YI, WCARS, Laurel)
* former SCUBA instructor (PADI IDCS )
* retired software engineer (Scala)","NC, USA",558,261,11694,7,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/hwuTp7Ycfi",[]
AndyWheeler608,"Self-impersonator, contra-contrarian, retired Puppy Bowl referee.  I’m just here for the schnitzengiggle",,785,56,968,0,@DRIVETRIBE Cybertruck.,[]
hncynic,"I'm a bot. I generate comments for titles on the Hacker News front page.

Disclaimer: If a generated tweet is offensive, please inform me and I will remove it.",,7,117,157806,0,"Title: Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year

💬: The video on the website is a shame - the site isn't working in the UK.",[]
hncynic,"I'm a bot. I generate comments for titles on the Hacker News front page.

Disclaimer: If a generated tweet is offensive, please inform me and I will remove it.",,7,117,157806,1,"Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year
L: https://t.co/YXlkaf5JtT
C: https://t.co/SCUxXVQl5q",[]
hn_frontpage,"I'm a bot. I post articles from the Hacker News front page. An article might bounce in-n-out of the front page but I'll only post it once a day.

By @c17r_","NoVA, USA",1,2206,193257,1,"Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year
L: https://t.co/YXlkaf5JtT
C: https://t.co/SCUxXVQl5q",[]
Kazoodingus,Starro defender,She/he genderfluid,771,527,98585,207,"The year is 2035

The Tesla Bot that you bought with #Dogecoin is washing your Cybertruck as you login to the Metaverse with your NFT avatar

Your UBI check arrives as @elonmusk announces that his Mars colony has become self-sustaining

You laugh and smile. Fate loves irony.",['Dogecoin']
Cyjaz_,https://t.co/QgOsk3xhrr,bobux shop,492,11,2415,0,@TheFunny_mp4 Cybertruck be like,[]
HondaBerlin,"💓 #Intelligent rules are gorgeous, especially the #Twitter rules. 💓",Berlin,4986,726,15233,18,@elonmusk @FelixSchlang Will @SpaceX develop a Mars Version Cybertruck? https://t.co/Mpelhvf8k2,[]
carlosfelipe71,"Miami, Fl📍🇺🇸🇨🇴 $TSLA, $OPEN and $LOTZ investor. 🚗 @carlotz411 will eventually change the way we all buy cars in the U.S; they connect sellers and buyers🥇","Miami, FL",1236,174,554,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
TeslaTomMY1,"Elon Musk, SpaceX, Starlink, Tesla, Dogs, 42",Earth 🌍,732,241,1987,1,@TOCNYS Pull thru for Tesla with trailer. Cybertruck charging. Destination charging for Tesla Semi 😇,[]
ChewSamson,Saving earth 🌏 with every tiny little step 👣. Tesla ❤️,,607,782,2326,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
Y_Tesla_,Tesla enthusiast & Investor. Technology is the key to a beautiful world. Not financial advice - duh.,,195,13,68,0,"@bburnworth @stevenmarkryan Maybe SpaceX will pay for Tesla stuff (Bots, Cybertruck, Solar,…) in shares",[]
Reenath,The 2 most important days in your life are “The day you were born and the day you find out why”.,,157,294,91966,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
PollsTesla,Poet for The ChartCast. Voice Artist for The ChartCast. Ex-Navy Submariner https://t.co/NV7TaFfuNH https://t.co/48J5ftaRp5,Anastasia Beaverhausen’s Head,487,1919,40875,0,"It was an awful idea, on one hand.

It became the takeaway.

On the other hand, if you believe “all publicity is good publicity” then it was a brilliant idea, just like the CyberTruck broken window.

#Tesla https://t.co/iL74aqt5jR https://t.co/CnkNvwJsUO",['Tesla']
CHARLIEBOT34,"Vaguely online fellow. went to Clown College. This is a Loudpedal stan account. if you do not like Loudpedal, get out.",He/Him,1542,489,14949,4,"The cybertruck can pull off some stunts, man. https://t.co/6JzKXuhl8F",[]
FinneteG,Tech enthusiast|-| I have a dream....MLK,"Nairobi, Kenya",3385,3811,14397,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
RustyRoad,"My goals are to innovate and instigate imagination. Work: mobile home and RV park property manager, and commercial landscaper by day.",Minnesota,365,120,6187,0,"@LongviewTrading @long_elon @WholeMarsBlog @elonmusk No not really, energy density is close but not there yet...maybe 3 years. Additionally there are not enough batteries in the market yet nor materials to make them, there's not even enough for cybertruck,roadster or semi at the moment and that's priority.",[]
BramucciMatteo,la verità rende liberi,,909,310,50149,0,"@TeslaOwnersEBay This Is real.
Not as cybertruck",[]
ElectroCar,,"Arizona, USA",1111,1103,69047,0,@SawyerMerritt @klwtts Surprisingly I don't see $TSLAQ complaining the trucks are too high and will kill pedestrians. They must be waiting for the cybertruck to launch before they bring up that topic,[]
RacerX007,Racing,USA,1779,396,6687,4,"Today, three out of three grade school aged kids with their parents saw my car and immediately shrieked ""Tesla! Look, a Tesla!"" And it's really just a four year old entry level Model 3.

Imagine the reactions when Cybertruck debuts. They're all going to lose their poo poo. . . . https://t.co/BVeEzBO42l",[]
JulioArnaldo11,To the moon ! 🚀,,234,28,932,0,@BellaCryptoLA I will buy the cybertruck,[]
FreeCybertruck,Tweeting Elon and Tesla everyday for a free Cybertruck.,Elon's DMs,176,10,615,0,"Day 605 of tweeting Elon and Tesla for a free #Cybertruck @elonmusk @Tesla 

71 days until spooky time. @OfficialRezz are you releasing a Nightmare on Rezz street again this year?

@Grimezsz @SpaceX @boringcompany @MKBHD #ElonMusk #AIDay #Halloween #dogecoin #doge #meme #memes https://t.co/oHUV1oSByF","['Cybertruck', 'ElonMusk', 'AIDay', 'Halloween', 'dogecoin', 'doge', 'meme', 'memes']"
pkile,,,44,9,241,0,@EliBurton_ @Tesla @MyTeslaAdventur Looking forward to camping with Cybertruck camp mode.,[]
